Order_ID,Order_Date,Customer_ID,Product_ID,Quantity,Price,Discount
ORD0045,2025-12-20,CUST010,PROD038,2,8022.98,0
ORD0046,2025-12-17,CUST090,PROD020,5,6958.62,0
ORD0047,2025-06-27,CUST073,PROD003,5,14642.9,15
ORD0048,2025-02-05,CUST085,PROD024,5,18756.89,10
ORD0049,2025-09-08,CUST002,PROD027,1,5292.26,15
ORD0050,2025-08-24,CUST047,PROD041,2,16821.67,15
ORD0051,2025-11-30,CUST023,PROD034,3,8449.95,20
ORD0052,2025-08-27,CUST069,PROD031,4,10213.09,20
ORD0053,2025-05-06,CUST035,PROD021,1,1990.01,10
ORD0054,2025-08-26,CUST058,PROD016,5,9849.5,20
ORD0055,2025-06-22,CUST086,PROD025,1,776.12,15
ORD0056,2025-09-07,CUST042,PROD012,2,18280.36,10
ORD0057,2025-05-24,CUST034,PROD022,5,6075.56,10
ORD0058,2025-09-22,CUST072,PROD001,2,17471.9,0
ORD0059,2025-09-08,CUST031,PROD027,5,5292.26,5
ORD0060,2025-11-27,CUST089,PROD031,4,10213.09,15
ORD0061,2025-05-31,CUST003,PROD006,2,18949.89,15
ORD0062,2025-06-06,CUST089,PROD016,5,9849.5,10
ORD0063,2025-09-29,CUST061,PROD036,3,17729.88,15
ORD0064,2025-06-19,CUST096,PROD036,3,17729.88,15
ORD0065,2025-05-09,CUST035,PROD020,2,6958.62,0
ORD0066,2025-06-11,CUST093,PROD013,1,9411.16,20
ORD0067,2025-04-05,CUST098,PROD045,2,6779.36,5
ORD0068,2025-05-22,CUST095,PROD031,5,10213.09,20
ORD0069,2025-02-21,CUST077,PROD019,2,13409.38,10
ORD0070,2025-04-02,CUST030,PROD024,3,18756.89,0
ORD0071,2025-03-06,CUST091,PROD035,3,17952.74,0
ORD0072,2025-05-30,CUST007,PROD036,2,17729.88,15
ORD0073,2025-10-21,CUST014,PROD001,3,17471.9,15
ORD0074,2025-06-24,CUST062,PROD029,2,17296.83,0
ORD0075,2025-02-28,CUST033,PROD031,1,10213.09,15
ORD0076,2025-10-23,CUST063,PROD005,1,19076.31,5
ORD0077,2025-06-05,CUST020,PROD037,1,16997.44,5
ORD0078,2025-08-02,CUST016,PROD036,5,17729.88,20
ORD0079,2025-09-25,CUST080,PROD015,4,4980.81,15
ORD0080,2025-10-29,CUST057,PROD020,4,6958.62,10
ORD0081,2025-01-31,CUST073,PROD040,5,13113.99,0
ORD0082,2025-11-17,CUST098,PROD014,2,18757.42,10
ORD0083,2025-03-22,CUST085,PROD006,2,18949.89,5
ORD0084,2025-03-22,CUST071,PROD005,1,19076.31,15
ORD0085,2025-11-01,CUST058,PROD045,4,6779.36,10
ORD0086,2025-05-28,CUST005,PROD015,3,4980.81,15
ORD0087,2025-04-30,CUST010,PROD044,3,7156.42,20
ORD0088,2025-08-06,CUST085,PROD013,1,9411.16,20
ORD0089,2025-03-18,CUST029,PROD042,3,18758.92,5
ORD0090,2025-03-26,CUST010,PROD004,3,5923.75,20
ORD0091,2025-05-28,CUST096,PROD037,4,16997.44,0
ORD0092,2025-06-05,CUST060,PROD045,4,6779.36,10
ORD0093,2025-09-10,CUST065,PROD035,4,17952.74,0
ORD0094,2025-08-10,CUST077,PROD003,3,14642.9,20
ORD0095,2025-02-16,CUST033,PROD002,2,18777.42,20
ORD0096,2025-12-11,CUST076,PROD002,3,18777.42,20
ORD0097,2025-08-29,CUST006,PROD012,5,18280.36,15
ORD0098,2025-10-27,CUST036,PROD012,4,18280.36,15
ORD0099,2025-06-28,CUST012,PROD031,4,10213.09,10
ORD0100,2025-02-23,CUST042,PROD043,2,7286.43,10
ORD0101,2025-09-11,CUST053,PROD045,3,6779.36,15
ORD0102,2025-01-19,CUST098,PROD036,4,17729.88,0
ORD0103,2025-06-15,CUST041,PROD017,1,19487.26,15
ORD0104,2025-12-03,CUST066,PROD001,5,17471.9,15
ORD0105,2025-04-07,CUST053,PROD004,5,5923.75,10
ORD0106,2025-11-17,CUST080,PROD032,4,20191.92,0
ORD0107,2025-10-09,CUST027,PROD018,2,4823.68,10
ORD0108,2025-09-06,CUST057,PROD045,1,6779.36,0
ORD0109,2025-05-03,CUST081,PROD039,2,16315.69,10
ORD0110,2025-10-10,CUST071,PROD001,4,17471.9,0
ORD0111,2025-08-25,CUST029,PROD008,1,8033.28,5
ORD0112,2025-09-18,CUST064,PROD019,3,13409.38,15
ORD0113,2025-05-05,CUST062,PROD031,4,10213.09,20
ORD0114,2025-04-08,CUST019,PROD025,5,776.12,20
ORD0115,2025-02-05,CUST096,PROD009,3,9936.78,15
ORD0116,2025-05-17,CUST044,PROD033,1,5096.89,10
ORD0117,2025-10-28,CUST093,PROD020,5,6958.62,15
ORD0118,2025-10-03,CUST020,PROD029,4,17296.83,10
ORD0119,2025-10-06,CUST043,PROD036,4,17729.88,15
ORD0120,2025-12-24,CUST042,PROD013,2,9411.16,20
ORD0121,2025-07-30,CUST050,PROD015,1,4980.81,10
ORD0122,2025-12-28,CUST096,PROD031,4,10213.09,15
ORD0123,2025-03-19,CUST085,PROD042,4,18758.92,0
ORD0124,2025-10-30,CUST017,PROD033,3,5096.89,0
ORD0125,2025-09-27,CUST057,PROD007,4,4417.67,0
ORD0126,2025-07-29,CUST093,PROD010,2,20202.77,0
ORD0127,2025-06-23,CUST061,PROD017,5,19487.26,15
ORD0128,2025-06-18,CUST084,PROD006,5,18949.89,15
ORD0129,2025-09-07,CUST041,PROD041,5,16821.67,0
ORD0130,2025-05-01,CUST080,PROD005,3,19076.31,5
ORD0131,2025-08-11,CUST096,PROD006,1,18949.89,0
ORD0132,2025-12-22,CUST057,PROD011,3,5303.02,0
ORD0133,2025-01-29,CUST006,PROD021,3,1990.01,10
ORD0134,2025-03-16,CUST048,PROD028,2,12987.12,20
ORD0135,2025-12-16,CUST053,PROD037,2,16997.44,5
ORD0136,2025-11-09,CUST023,PROD006,4,18949.89,20
ORD0137,2025-09-12,CUST088,PROD016,5,9849.5,5
ORD0138,2025-11-23,CUST030,PROD030,3,10010.61,15
ORD0139,2025-01-05,CUST033,PROD043,4,7286.43,10
ORD0140,2025-03-22,CUST087,PROD035,1,17952.74,15
ORD0141,2025-06-03,CUST045,PROD038,4,8022.98,10
ORD0142,2025-04-12,CUST059,PROD020,4,6958.62,15
ORD0143,2025-07-15,CUST014,PROD016,5,9849.5,10
ORD0144,2025-12-25,CUST074,PROD019,3,13409.38,0
ORD0145,2025-05-21,CUST085,PROD026,1,5430.78,20
ORD0146,2025-11-07,CUST088,PROD004,4,5923.75,10
ORD0147,2025-11-07,CUST100,PROD015,3,4980.81,5
ORD0148,2025-11-14,CUST082,PROD013,3,9411.16,5
ORD0149,2025-11-18,CUST081,PROD007,1,4417.67,10
ORD0150,2025-10-24,CUST057,PROD003,3,14642.9,5
ORD0151,2025-06-17,CUST012,PROD019,4,13409.38,5
ORD0152,2025-10-04,CUST026,PROD009,3,9936.78,20
ORD0153,2025-03-26,CUST065,PROD018,3,4823.68,15
ORD0154,2025-02-28,CUST038,PROD022,4,6075.56,0
ORD0155,2025-12-13,CUST019,PROD015,4,4980.81,20
ORD0156,2025-07-22,CUST047,PROD006,1,18949.89,10
ORD0157,2025-08-21,CUST069,PROD008,3,8033.28,10
ORD0158,2025-11-23,CUST075,PROD025,3,776.12,0
ORD0159,2025-08-30,CUST087,PROD015,1,4980.81,20
ORD0160,2025-11-09,CUST072,PROD021,2,1990.01,0
ORD0161,2025-12-25,CUST082,PROD030,3,10010.61,15
ORD0162,2025-01-24,CUST015,PROD009,1,9936.78,10
ORD0163,2025-02-19,CUST064,PROD008,2,8033.28,20
ORD0164,2025-08-21,CUST018,PROD025,3,776.12,20
ORD0165,2025-03-21,CUST054,PROD038,4,8022.98,0
ORD0166,2025-07-28,CUST063,PROD040,3,13113.99,0
ORD0167,2025-04-22,CUST089,PROD024,4,18756.89,15
ORD0168,2025-02-20,CUST031,PROD024,3,18756.89,20
ORD0169,2025-02-01,CUST083,PROD023,4,11023.38,10
ORD0170,2025-08-21,CUST025,PROD008,1,8033.28,5
ORD0171,2025-11-02,CUST083,PROD041,1,16821.67,0
ORD0172,2025-03-06,CUST043,PROD016,5,9849.5,5
ORD0173,2025-04-17,CUST009,PROD036,5,17729.88,5
ORD0174,2025-03-17,CUST030,PROD022,5,6075.56,0
ORD0175,2025-03-08,CUST036,PROD010,5,20202.77,10
ORD0176,2025-12-05,CUST023,PROD008,1,8033.28,5
ORD0177,2025-05-02,CUST002,PROD023,5,11023.38,10
ORD0178,2025-05-16,CUST003,PROD012,1,18280.36,5
ORD0179,2025-09-27,CUST095,PROD027,1,5292.26,0
ORD0180,2025-07-05,CUST061,PROD029,5,17296.83,20
ORD0181,2025-09-15,CUST014,PROD029,2,17296.83,20
ORD0182,2025-09-24,CUST006,PROD043,3,7286.43,15
ORD0183,2025-02-01,CUST083,PROD002,4,18777.42,15
ORD0184,2025-02-25,CUST055,PROD044,4,7156.42,15
ORD0185,2025-06-14,CUST010,PROD006,5,18949.89,5
ORD0186,2025-05-21,CUST009,PROD009,5,9936.78,20
ORD0187,2025-07-15,CUST071,PROD021,5,1990.01,20
ORD0188,2025-09-16,CUST038,PROD030,5,10010.61,15
ORD0189,2025-02-28,CUST013,PROD045,5,6779.36,5
ORD0190,2025-04-27,CUST056,PROD029,4,17296.83,10
ORD0191,2025-08-01,CUST059,PROD026,1,5430.78,10
ORD0192,2025-12-07,CUST055,PROD021,3,1990.01,10
ORD0193,2025-08-31,CUST020,PROD044,1,7156.42,0
ORD0194,2025-08-10,CUST011,PROD006,1,18949.89,10
ORD0195,2025-01-31,CUST017,PROD036,5,17729.88,20
ORD0196,2025-12-10,CUST072,PROD022,1,6075.56,15
ORD0197,2025-08-05,CUST046,PROD043,1,7286.43,10
ORD0198,2025-06-30,CUST077,PROD020,1,6958.62,20
ORD0199,2025-03-21,CUST065,PROD014,4,18757.42,5
ORD0200,2025-10-12,CUST014,PROD023,3,11023.38,0
ORD0201,2025-10-21,CUST098,PROD018,2,4823.68,15
ORD0202,2025-11-11,CUST072,PROD040,5,13113.99,0
ORD0203,2025-12-22,CUST078,PROD043,3,7286.43,0
ORD0204,2025-12-26,CUST024,PROD018,3,4823.68,10
ORD0205,2025-04-03,CUST045,PROD001,2,17471.9,20
ORD0206,2025-02-05,CUST085,PROD026,2,5430.78,0
ORD0207,2025-04-21,CUST012,PROD034,4,8449.95,15
ORD0208,2025-03-22,CUST059,PROD022,3,6075.56,10
ORD0209,2025-10-18,CUST093,PROD021,5,1990.01,0
ORD0210,2025-03-22,CUST007,PROD010,5,20202.77,0
ORD0211,2025-05-20,CUST087,PROD006,4,18949.89,15
ORD0212,2025-08-15,CUST063,PROD039,4,16315.69,10
ORD0213,2025-02-28,CUST028,PROD033,3,5096.89,15
ORD0214,2025-12-14,CUST015,PROD019,5,13409.38,15
ORD0215,2025-06-07,CUST068,PROD043,1,7286.43,5
ORD0216,2025-01-29,CUST051,PROD039,1,16315.69,5
ORD0217,2025-03-12,CUST039,PROD014,3,18757.42,10
ORD0218,2025-01-04,CUST042,PROD008,4,8033.28,15
ORD0219,2025-07-14,CUST023,PROD009,5,9936.78,5
ORD0220,2025-12-09,CUST065,PROD036,3,17729.88,0
ORD0221,2025-08-12,CUST051,PROD003,1,14642.9,15
ORD0222,2025-10-22,CUST010,PROD021,4,1990.01,20
ORD0223,2025-08-02,CUST052,PROD041,3,16821.67,0
ORD0224,2025-06-16,CUST052,PROD002,2,18777.42,20
ORD0225,2025-07-05,CUST059,PROD045,1,6779.36,15
ORD0226,2025-08-12,CUST014,PROD016,5,9849.5,15
ORD0227,2025-07-22,CUST068,PROD006,3,18949.89,10
ORD0228,2025-03-28,CUST029,PROD022,1,6075.56,20
ORD0229,2025-09-29,CUST082,PROD008,5,8033.28,5
ORD0230,2025-06-29,CUST100,PROD023,2,11023.38,5
ORD0231,2025-05-12,CUST014,PROD010,2,20202.77,5
ORD0232,2025-12-02,CUST078,PROD010,1,20202.77,5
ORD0233,2025-09-10,CUST099,PROD041,4,16821.67,20
ORD0234,2025-08-18,CUST098,PROD038,5,8022.98,20
ORD0235,2025-06-11,CUST042,PROD041,2,16821.67,15
ORD0236,2025-08-15,CUST009,PROD031,3,10213.09,10
ORD0237,2025-06-30,CUST076,PROD004,5,5923.75,0
ORD0238,2025-08-20,CUST040,PROD030,1,10010.61,0
ORD0239,2025-02-09,CUST048,PROD019,1,13409.38,20
ORD0240,2025-07-16,CUST077,PROD033,4,5096.89,20
ORD0241,2025-08-19,CUST071,PROD003,5,14642.9,5
ORD0242,2025-09-01,CUST042,PROD039,5,16315.69,5
ORD0243,2025-02-22,CUST008,PROD029,3,17296.83,0
ORD0244,2025-03-30,CUST065,PROD042,1,18758.92,5
ORD0245,2025-08-13,CUST091,PROD029,5,17296.83,20
ORD0246,2025-07-06,CUST079,PROD011,3,5303.02,10
ORD0247,2025-06-23,CUST050,PROD027,5,5292.26,0
ORD0248,2025-06-21,CUST081,PROD042,1,18758.92,10
ORD0249,2025-12-14,CUST013,PROD036,4,17729.88,10
ORD0250,2025-11-05,CUST033,PROD043,2,7286.43,10
ORD0251,2025-12-06,CUST011,PROD038,2,8022.98,10
ORD0252,2025-12-24,CUST040,PROD042,4,18758.92,5
ORD0253,2025-06-08,CUST077,PROD006,5,18949.89,15
ORD0254,2025-03-07,CUST083,PROD022,5,6075.56,0
ORD0255,2025-08-05,CUST083,PROD043,5,7286.43,10
ORD0256,2025-06-08,CUST003,PROD024,2,18756.89,5
ORD0257,2025-04-09,CUST044,PROD032,2,20191.92,5
ORD0258,2025-06-01,CUST020,PROD005,1,19076.31,20
ORD0259,2025-09-27,CUST099,PROD035,1,17952.74,10
ORD0260,2025-03-09,CUST099,PROD040,5,13113.99,15
ORD0261,2025-04-03,CUST020,PROD011,5,5303.02,5
ORD0262,2025-01-23,CUST093,PROD029,4,17296.83,10
ORD0263,2025-08-16,CUST087,PROD016,5,9849.5,10
ORD0264,2025-04-30,CUST097,PROD029,5,17296.83,5
ORD0265,2025-04-10,CUST040,PROD031,3,10213.09,20
ORD0266,2025-05-25,CUST057,PROD030,4,10010.61,20
ORD0267,2025-03-24,CUST068,PROD027,2,5292.26,20
ORD0268,2025-01-27,CUST018,PROD017,4,19487.26,10
ORD0269,2025-12-31,CUST071,PROD007,5,4417.67,0
ORD0270,2025-03-24,CUST037,PROD006,3,18949.89,15
ORD0271,2025-08-12,CUST066,PROD010,1,20202.77,5
ORD0272,2025-01-14,CUST058,PROD023,4,11023.38,0
ORD0273,2025-07-11,CUST051,PROD033,2,5096.89,15
ORD0274,2025-04-25,CUST011,PROD024,1,18756.89,10
ORD0275,2025-06-21,CUST013,PROD042,2,18758.92,5
ORD0276,2025-08-30,CUST005,PROD019,2,13409.38,15
ORD0277,2025-01-03,CUST058,PROD040,1,13113.99,0
ORD0278,2025-03-18,CUST033,PROD014,5,18757.42,20
ORD0279,2025-02-26,CUST068,PROD028,3,12987.12,5
ORD0280,2025-01-25,CUST039,PROD008,2,8033.28,15
ORD0281,2025-08-23,CUST082,PROD040,1,13113.99,0
ORD0282,2025-10-02,CUST064,PROD039,1,16315.69,20
ORD0283,2025-03-15,CUST074,PROD016,3,9849.5,15
ORD0284,2025-06-30,CUST001,PROD040,2,13113.99,20
ORD0285,2025-12-07,CUST054,PROD012,1,18280.36,20
ORD0286,2025-09-27,CUST047,PROD005,5,19076.31,20
ORD0287,2025-01-11,CUST065,PROD036,4,17729.88,15
ORD0288,2025-07-18,CUST006,PROD041,3,16821.67,10
ORD0289,2025-07-02,CUST096,PROD002,1,18777.42,10
ORD0290,2025-11-18,CUST031,PROD043,1,7286.43,20
ORD0291,2025-03-10,CUST095,PROD022,1,6075.56,10
ORD0292,2025-11-26,CUST070,PROD022,2,6075.56,15
ORD0293,2025-11-20,CUST090,PROD031,2,10213.09,5
ORD0294,2025-01-19,CUST009,PROD030,3,10010.61,5
ORD0295,2025-01-22,CUST006,PROD013,3,9411.16,10
ORD0296,2025-10-06,CUST066,PROD026,4,5430.78,10
ORD0297,2025-04-08,CUST005,PROD042,3,18758.92,10
ORD0298,2025-12-02,CUST100,PROD004,3,5923.75,10
ORD0299,2025-08-12,CUST016,PROD024,4,18756.89,15
ORD0300,2025-04-06,CUST050,PROD022,4,6075.56,15
ORD0301,2025-05-17,CUST048,PROD034,1,8449.95,15
ORD0302,2025-11-05,CUST011,PROD028,2,12987.12,20
ORD0303,2025-02-22,CUST038,PROD021,1,1990.01,10
ORD0304,2025-06-06,CUST085,PROD019,4,13409.38,20
ORD0305,2025-03-27,CUST092,PROD028,4,12987.12,10
ORD0306,2025-06-30,CUST058,PROD003,5,14642.9,15
ORD0307,2025-01-30,CUST036,PROD041,1,16821.67,15
ORD0308,2025-12-14,CUST047,PROD033,2,5096.89,0
ORD0309,2025-12-14,CUST019,PROD039,4,16315.69,0
ORD0310,2025-05-01,CUST017,PROD005,3,19076.31,10
ORD0311,2025-01-17,CUST050,PROD037,5,16997.44,5
ORD0312,2025-07-09,CUST087,PROD029,3,17296.83,15
ORD0313,2025-10-21,CUST098,PROD005,2,19076.31,20
ORD0314,2025-06-10,CUST047,PROD026,3,5430.78,5
ORD0315,2025-04-06,CUST015,PROD002,4,18777.42,20
ORD0316,2025-03-02,CUST050,PROD036,3,17729.88,10
ORD0317,2025-04-20,CUST091,PROD029,5,17296.83,10
ORD0318,2025-04-13,CUST089,PROD032,1,20191.92,5
ORD0319,2025-03-30,CUST010,PROD029,4,17296.83,0
ORD0320,2025-12-08,CUST088,PROD021,3,1990.01,0
ORD0321,2025-05-29,CUST071,PROD035,3,17952.74,5
ORD0322,2025-11-23,CUST092,PROD045,2,6779.36,10
ORD0323,2025-03-04,CUST066,PROD015,2,4980.81,5
ORD0324,2025-01-14,CUST031,PROD032,3,20191.92,20
ORD0325,2025-08-28,CUST074,PROD024,5,18756.89,5
ORD0326,2025-02-03,CUST079,PROD006,3,18949.89,15
ORD0327,2025-09-27,CUST092,PROD031,4,10213.09,15
ORD0328,2025-03-06,CUST074,PROD005,3,19076.31,0
ORD0329,2025-12-15,CUST058,PROD030,5,10010.61,10
ORD0330,2025-11-24,CUST017,PROD036,5,17729.88,5
ORD0331,2025-08-10,CUST099,PROD009,5,9936.78,0
ORD0332,2025-03-20,CUST016,PROD034,3,8449.95,5
ORD0333,2025-12-30,CUST021,PROD021,2,1990.01,10
ORD0334,2025-02-10,CUST067,PROD019,3,13409.38,5
ORD0335,2025-05-21,CUST082,PROD036,2,17729.88,10
ORD0336,2025-02-17,CUST079,PROD035,5,17952.74,5
ORD0337,2025-03-20,CUST076,PROD038,2,8022.98,20
ORD0338,2025-06-22,CUST093,PROD039,5,16315.69,0
ORD0339,2025-01-24,CUST004,PROD006,5,18949.89,10
ORD0340,2025-10-20,CUST084,PROD014,4,18757.42,20
ORD0341,2025-09-12,CUST082,PROD002,5,18777.42,10
ORD0342,2025-09-05,CUST083,PROD020,2,6958.62,15
ORD0343,2025-02-07,CUST039,PROD030,1,10010.61,5
ORD0344,2025-09-05,CUST057,PROD027,4,5292.26,5
ORD0345,2025-03-15,CUST044,PROD039,3,16315.69,10
ORD0346,2025-07-24,CUST094,PROD023,2,11023.38,10
ORD0347,2025-02-24,CUST066,PROD036,3,17729.88,5
ORD0348,2025-05-17,CUST060,PROD008,4,8033.28,5
ORD0349,2025-01-26,CUST019,PROD007,3,4417.67,15
ORD0350,2025-05-08,CUST079,PROD027,2,5292.26,10
ORD0351,2025-04-08,CUST074,PROD021,2,1990.01,15
ORD0352,2025-09-13,CUST066,PROD030,3,10010.61,15
ORD0353,2025-07-21,CUST003,PROD006,5,18949.89,15
ORD0354,2025-10-26,CUST031,PROD014,3,18757.42,0
ORD0355,2025-09-11,CUST007,PROD019,5,13409.38,15
ORD0356,2025-01-05,CUST037,PROD035,1,17952.74,15
ORD0357,2025-07-07,CUST018,PROD017,4,19487.26,10
ORD0358,2025-01-27,CUST006,PROD026,5,5430.78,20
ORD0359,2025-10-11,CUST025,PROD024,3,18756.89,0
ORD0360,2025-08-19,CUST050,PROD033,5,5096.89,10
ORD0361,2025-11-09,CUST080,PROD044,1,7156.42,5
ORD0362,2025-07-11,CUST013,PROD026,3,5430.78,20
ORD0363,2025-04-12,CUST047,PROD010,5,20202.77,20
ORD0364,2025-01-21,CUST052,PROD033,1,5096.89,0
ORD0365,2025-08-31,CUST018,PROD022,5,6075.56,15
ORD0366,2025-09-21,CUST020,PROD039,2,16315.69,10
ORD0367,2025-03-25,CUST079,PROD021,4,1990.01,20
ORD0368,2025-10-31,CUST095,PROD020,3,6958.62,20
ORD0369,2025-09-08,CUST066,PROD035,5,17952.74,10
ORD0370,2025-07-08,CUST061,PROD002,3,18777.42,0
ORD0371,2025-06-07,CUST054,PROD038,1,8022.98,20
ORD0372,2025-12-02,CUST061,PROD017,5,19487.26,20
ORD0373,2025-10-26,CUST030,PROD004,4,5923.75,5
ORD0374,2025-11-14,CUST068,PROD041,4,16821.67,5
ORD0375,2025-01-17,CUST088,PROD016,5,9849.5,0
ORD0376,2025-08-14,CUST025,PROD002,3,18777.42,15
ORD0377,2025-12-20,CUST020,PROD027,2,5292.26,15
ORD0378,2025-08-30,CUST065,PROD040,1,13113.99,5
ORD0379,2025-10-15,CUST067,PROD014,3,18757.42,15
ORD0380,2025-06-10,CUST068,PROD025,2,776.12,15
ORD0381,2025-10-07,CUST069,PROD022,3,6075.56,10
ORD0382,2025-04-09,CUST079,PROD031,2,10213.09,10
ORD0383,2025-04-26,CUST072,PROD020,3,6958.62,10
ORD0384,2025-12-20,CUST091,PROD014,4,18757.42,10
ORD0385,2025-10-14,CUST062,PROD023,3,11023.38,10
ORD0386,2025-12-13,CUST016,PROD037,5,16997.44,15
ORD0387,2025-03-16,CUST051,PROD023,3,11023.38,0
ORD0388,2025-06-27,CUST037,PROD006,4,18949.89,10
ORD0389,2025-04-20,CUST096,PROD031,2,10213.09,20
ORD0390,2025-12-23,CUST035,PROD036,3,17729.88,5
ORD0391,2025-10-28,CUST014,PROD040,2,13113.99,5
ORD0392,2025-09-29,CUST007,PROD043,2,7286.43,5
ORD0393,2025-07-31,CUST007,PROD007,3,4417.67,15
ORD0394,2025-03-12,CUST013,PROD044,1,7156.42,20
ORD0395,2025-12-01,CUST021,PROD027,4,5292.26,15
ORD0396,2025-05-28,CUST084,PROD013,3,9411.16,10
ORD0397,2025-02-15,CUST083,PROD004,5,5923.75,5
ORD0398,2025-03-31,CUST069,PROD003,4,14642.9,5
ORD0399,2025-09-11,CUST005,PROD026,2,5430.78,10
ORD0400,2025-06-02,CUST005,PROD001,5,17471.9,20
ORD0401,2025-05-26,CUST014,PROD022,4,6075.56,20
ORD0402,2025-03-10,CUST068,PROD032,5,20191.92,15
ORD0403,2025-02-27,CUST035,PROD013,3,9411.16,5
ORD0404,2025-11-28,CUST094,PROD030,3,10010.61,5
ORD0405,2025-06-01,CUST002,PROD022,5,6075.56,5
ORD0406,2025-11-24,CUST023,PROD040,4,13113.99,15
ORD0407,2025-02-14,CUST066,PROD021,4,1990.01,0
ORD0408,2025-09-02,CUST024,PROD009,3,9936.78,5
ORD0409,2025-07-16,CUST001,PROD017,2,19487.26,15
ORD0410,2025-06-18,CUST097,PROD018,3,4823.68,20
ORD0411,2025-01-06,CUST093,PROD037,3,16997.44,10
ORD0412,2025-02-01,CUST089,PROD016,1,9849.5,15
ORD0413,2025-07-27,CUST040,PROD011,5,5303.02,10
ORD0414,2025-11-24,CUST089,PROD008,3,8033.28,10
ORD0415,2025-04-23,CUST079,PROD015,2,4980.81,15
ORD0416,2025-11-07,CUST020,PROD030,3,10010.61,15
ORD0417,2025-08-30,CUST090,PROD036,5,17729.88,5
ORD0418,2025-12-15,CUST098,PROD016,5,9849.5,0
ORD0419,2025-09-28,CUST068,PROD029,3,17296.83,0
ORD0420,2025-02-01,CUST073,PROD008,5,8033.28,20
ORD0421,2025-10-02,CUST026,PROD037,2,16997.44,5
ORD0422,2025-08-15,CUST042,PROD034,1,8449.95,5
ORD0423,2025-09-08,CUST092,PROD038,1,8022.98,20
ORD0424,2025-08-21,CUST058,PROD004,2,5923.75,20
ORD0425,2025-10-16,CUST054,PROD030,1,10010.61,20
ORD0426,2025-06-07,CUST060,PROD044,1,7156.42,15
ORD0427,2025-04-22,CUST033,PROD001,5,17471.9,0
ORD0428,2025-06-26,CUST006,PROD028,1,12987.12,20
ORD0429,2025-08-30,CUST008,PROD005,1,19076.31,10
ORD0430,2025-03-11,CUST053,PROD012,4,18280.36,10
ORD0431,2025-07-13,CUST049,PROD029,4,17296.83,0
ORD0432,2025-10-04,CUST088,PROD043,2,7286.43,10
ORD0433,2025-10-03,CUST016,PROD012,4,18280.36,20
ORD0434,2025-01-02,CUST017,PROD015,1,4980.81,10
ORD0435,2025-10-06,CUST060,PROD044,4,7156.42,20
